PropertyName,PropertyAddress,City,State,Zip,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,TargetTenantType,S8_1_ProgramName,LIHTC_1_ProgramName
GRANDVIEW HOMES,1114 S Grand View St,Los Angeles,CA,90006-3657,Los Angeles,6037,6037209810,34,34.050445,-118.283077,Family,Sec 8 NC,
CASA DEVELOPMENT,1151 N New Hampshire Ave,Los Angeles,CA,90029-1707,Los Angeles,6037,6037191203,28,34.0923,-118.29311,Family,LMSA,
JEFFERSON VILLAS,1286 W Jefferson Blvd,Los Angeles,CA,90007,Los Angeles,6037,6037222600,37,34.025211,-118.294262,Family,Sec 8 NC,
HAVEN 501,1330 S Burlington Ave,Los Angeles,CA,90006-5468,Los Angeles,6037,6037224320,34,34.045,-118.27916,Family,LMSA,
TELACU PICO ALISO,1450 E 1st St,Los Angeles,CA,90033-3327,Los Angeles,6037,6037206032,34,34.047084,-118.224693,Elderly,PRAC/202,
WILLS MANOR,1510 W 27th St,Los Angeles,CA,90007-2143,Los Angeles,6037,6037221810,37,34.030218,-118.294889,Disabled,PRAC/811,
CORONADO VILLAS,1632 N Coronado St,Los Angeles,CA,90026,Los Angeles,6037,6037195500,28,34.086289,-118.263655,Family,Sec 8 NC,
JEFFERSON TOWNHOMES,1693 W Jefferson Blvd,Los Angeles,CA,90018-3973,Los Angeles,6037,6037222100,37,34.02579,-118.30599,Family,Sec 8 NC,4% Tax Credit
GLAD PROJECT,2222 Laverna Ave,Los Angeles,CA,90041-2660,Los Angeles,6037,6037181600,34,34.13336,-118.21668,Family,PRAC/811,
PARK VIEW TERRACE APARTMENTS,2451 W 7th St,Los Angeles,CA,90057-3959,Los Angeles,6037,6037208802,34,34.058461,-118.281012,Elderly,Sec 8 NC,
SUBSIDIZED HOUSING CORPORATION 116,247 W 84th St,Los Angeles,CA,90003-2815,Los Angeles,6037,6037239702,43,33.96352,-118.27704,Family,Sec 8 NC,
WESTSIDE CLOVERDALE,3006 S Cloverdale Ave,Los Angeles,CA,90016-3835,Los Angeles,6037,6037219901,37,34.026167,-118.359572,Family,PD/8 Existing,
GREENFIELD MANOR,3753 Greenfield Ave,Los Angeles,CA,90034-7029,Los Angeles,6037,6037271801,37,34.015738,-118.413999,Disabled,PRAC/811,
BALDWIN VILLA PLAZA,3939 Marlton Ave,Los Angeles,CA,90008-1753,Los Angeles,6037,6037236100,37,34.013704,-118.336752,Elderly,HFDA/8 NC,
WILTON WILSHIRE ARMS,3966 Wilshire Blvd,Los Angeles,CA,90010-3309,Los Angeles,6037,6037212610,34,34.0616,-118.31282,Elderly,Sec 8 NC,
WILLOW BROOK VILLA,4341 Willow Brook Ave Apt 316,Los Angeles,CA,90029-2922,Los Angeles,6037,6037191410,28,34.090192,-118.286012,Elderly,Sec 8 NC,
UNION FERRARO TOWERS,455 S Union Ave,Los Angeles,CA,90017-1005,Los Angeles,6037,6037208904,34,34.058799,-118.269382,Family,Sec 8 NC,
10TH AVE TOWN HOMES,6312 10th Ave,Los Angeles,CA,90043-4171,Los Angeles,6037,6037234901,37,33.98245,-118.3275,Family,Sec 8 NC,
97TH ST TOWNHOMES,731 W 97th St,Los Angeles,CA,90044-4609,Los Angeles,6037,6037240401,43,33.94795,-118.28766,Family,Sec 8 NC,
HOLIDAY 101 C,751 N Hoover St,Los Angeles,CA,90029-3617,Los Angeles,6037,6037191420,28,34.084677,-118.284579,Family,LMSA,
NEW HAMPSHIRE ARMS,819 S New Hampshire Ave,Los Angeles,CA,90005,Los Angeles,6037,6037212306,34,34.05704,-118.29296,Elderly,Sec 8 NC,
ACCESSIBLE APARTMENTS NO 1-LOS ANGELES,2628 Brighton Ave,Los Angeles,CA,90018-2752,Los Angeles,6037,6037222200,37,34.03166,-118.30113,Disabled,202/8 NC,
CATHAY MANOR,600 N Broadway,Los Angeles,CA,90012-2840,Los Angeles,6037,6037207102,34,34.05903,-118.23954,Elderly,202/8 NC,
CASA PAREDES,501 N Soto St,Los Angeles,CA,90033-1972,Los Angeles,6037,6037203600,34,34.04872,-118.20697,Disabled,202/8 NC,4% and 9% Tax Credit
PICO WOOSTER SR CTZ HSNG,1425 S Wooster St,Los Angeles,CA,90035-3456,Los Angeles,6037,6037217002,37,34.05393,-118.38302,Elderly,202/8 NC,
TELACU PLAZA,1033 S Hope St,Los Angeles,CA,90015-1430,Los Angeles,6037,6037207900,34,34.04328,-118.26221,Disabled,202/8 NC,
ALICE MANOR,10325 Grandee Ave,Los Angeles,CA,90002-3651,Los Angeles,6037,6037242700,44,33.94279,-118.2436,Elderly,202/8 NC,
FAME ARMS,2420 S Western Ave,Los Angeles,CA,90018-2650,Los Angeles,6037,6037221500,37,34.03405,-118.30842,Disabled,202/8 NC,
BOYLE APARTMENTS,427 S Boyle Ave,Los Angeles,CA,90033-3852,Los Angeles,6037,6037206050,34,34.04263,-118.21969,Family,LMSA,
BURLINGTON ARMS,817 S Burlington Ave,Los Angeles,CA,90057-4250,Los Angeles,6037,6037209403,34,34.052902,-118.27518,Elderly,HFDA/8 NC,
FINLEY SQUARE,407 E 120th St,Los Angeles,CA,90061-2830,Los Angeles,6037,6037241002,44,33.924143,-118.267006,Family,LMSA,
BUCKINGHAM APARTMENTS,4050 Ursula Ave,Los Angeles,CA,90008-2069,Los Angeles,6037,6037236202,37,34.013489,-118.35207,Family,Sec 8 SR,
CARTER HOUSE,449 W 78th St,Los Angeles,CA,90003-2773,Los Angeles,6037,6037237720,37,33.96907,-118.28216,Disabled,PRAC/811,
FREEMAN VILLA,1229 S Westmoreland Ave,Los Angeles,CA,90006-3473,Los Angeles,6037,6037213402,34,34.048132,-118.289559,Elderly,HFDA/8 NC,4% Tax Credit
1309 SECOND AVENUE APARTMENTS,1309 2nd Ave,Los Angeles,CA,90019-4562,Los Angeles,6037,6037218120,34,34.04709,-118.319,Family,PD/8 Existing,9% Tax Credit
FREEWAY REDEVELOPMENT,2827 Wabash Ave,Los Angeles,CA,90033-2604,Los Angeles,6037,6037203200,34,34.050423,-118.196981,Family,LMSA,
STEEL PLAZA,1711 W 3rd St,Los Angeles,CA,90017-1162,Los Angeles,6037,6037208401,34,34.061095,-118.268163,Elderly,PRAC/202,
LA PRO XXXII APARTMENTS,1348 Ingraham St,Los Angeles,CA,90017-2316,Los Angeles,6037,6037209102,34,34.053498,-118.268729,Elderly,LMSA,
LA VILLA HERMOSA,1530 W Jefferson Blvd,Los Angeles,CA,90018-3970,Los Angeles,6037,6037222500,37,34.02523,-118.302733,Family,Sec 8 NC,
SILVERLAKE VILLAGE,3740 Evans St,Los Angeles,CA,90027-3345,Los Angeles,6037,6037195201,28,34.10616,-118.27404,Family,Preservation,4% Tax Credit
PILGRIM TOWER,1207 S Vermont Ave,Los Angeles,CA,90006-2744,Los Angeles,6037,6037213320,34,34.04865,-118.29212,Disabled,LMSA,4% Tax Credit
MT MORIAH SENIOR VILLA,476 W 43rd St,Los Angeles,CA,90037-2662,Los Angeles,6037,6037231720,37,34.00536,-118.28229,Elderly,PRAC/202,
TURNER APARTMENTS,7000 S Hoover St,Los Angeles,CA,90044-5260,Los Angeles,6037,6037237600,37,33.975766,-118.286719,Family,PD/8 Existing,9% Tax Credit
PLEASANT HILLS HOME,1315 Pleasant Ave,Los Angeles,CA,90033-2363,Los Angeles,6037,6037203500,34,34.052173,-118.221916,Family,Sec 8 NC,
NELD NORTH APARTMENTS,710 W 30th St,Los Angeles,CA,90007-3757,Los Angeles,6037,6037224700,37,34.02572,-118.28024,Family,LMSA,
WATTS-ATHENS,717 W 81st St,Los Angeles,CA,90044-5969,Los Angeles,6037,6037238310,37,33.96559,-118.28587,Family,Sec 8 NC,
LAS PALMAS,1778 N LAS PALMAS AVE,Los Angeles,CA,90028,Los Angeles,6037,6037190202,28,34.103733,-118.335945,Elderly,Sec 8 NC,
HDR Fund II Apartments,111 S Avenue 63,Los Angeles,CA,90042-3625,Los Angeles,6037,6037183101,34,34.114487,-118.183329,,LMSA,
CASA GRIFFIN APARTMENTS,2669 Griffin Ave,Los Angeles,CA,90031-2349,Los Angeles,6037,6037199201,34,34.078508,-118.212261,Family,LMSA,4% Tax Credit
MARTEL PARK,907 N Martel Ave,Los Angeles,CA,90046,Los Angeles,6037,6037192001,28,34.08782,-118.3512,Elderly,Sec 8 NC,
HDR FUND 1 APARTMENTS,2714 Orchard Ave,Los Angeles,CA,90007-2355,Los Angeles,6037,6037221820,37,34.03007,-118.28733,Family,LMSA,
PROGRESSIVE HOME ELDERLY,7010 Denver Ave,Los Angeles,CA,90044-6269,Los Angeles,6037,6037237600,37,33.975726,-118.283257,Elderly,LMSA,
CLARK SENIORS APARTMENTS,1156 S Clark Dr,Los Angeles,CA,90035-1400,Los Angeles,6037,6037217001,37,34.05588,-118.38465,Elderly,HFDA/8 NC,
GRANDVIEW TERRACE,3940 Grand View Blvd,Los Angeles,CA,90066-4559,Los Angeles,6037,6037272302,37,34.00203,-118.4289,Elderly,HFDA/8 NC,
HOLLYWOODLAND GOWER APARTMENTS,1206 N Gower St,Los Angeles,CA,90038-1876,Los Angeles,6037,6037190902,28,34.09285,-118.32194,Family,Sec 8 SR,
COLUMBIA APARTMENTS,1522 W 11th Pl,Los Angeles,CA,90015-2035,Los Angeles,6037,6037210010,34,34.046268,-118.27465,Family,LMSA,
ROBERT FARRELL MANOR,1818 W 71st St,Los Angeles,CA,90047-1857,Los Angeles,6037,6037237300,37,33.97499,-118.30954,Family,Sec 8 NC,
ROYAL APARTMENTS I,772 N Van Ness Ave,Los Angeles,CA,90038-3165,Los Angeles,6037,6037191710,28,34.085262,-118.315394,Family,LMSA,
LELAND COURTS,5234 Melrose Ave,Los Angeles,CA,90038-4356,Los Angeles,6037,6037192410,28,34.08316,-118.31478,Family,Sec 8 SR,
SHERIDAN WEST VILLA,621 W 81st St,Los Angeles,CA,90044-5941,Los Angeles,6037,6037238310,37,33.9656,-118.28446,Family,LMSA,
GOOD SHEPHERD MANOR,4411 11th Ave,Los Angeles,CA,90043-5445,Los Angeles,6037,6037234502,37,34.003375,-118.329588,Elderly,LMSA,
SILVER LAKE NEW HOPE COURTYARD APARTMENTS,2301 Brier Ave,Los Angeles,CA,90039-3271,Los Angeles,6037,6037187300,28,34.10022,-118.25803,Disabled,PRAC/811,
MADISON SENIOR HOUSING,1145 N MADISON AVE,Los Angeles,CA,90029,Los Angeles,6037,6037191301,28,34.092182,-118.289497,Elderly,PRAC/202,
MAC ARTHUR PARK TOWERS,450 S Grand View St,Los Angeles,CA,90057-2850,Los Angeles,6037,6037208801,34,34.06243,-118.27557,Elderly,LMSA,4% Tax Credit
HANCOCK GARDENS APARTMENTS,303 S Van Ness Ave,Los Angeles,CA,90020-4650,Los Angeles,6037,6037211701,34,34.06856,-118.31568,Elderly,Sec 8 NC,4% Tax Credit
HAPPY VALLEY VILLA,3035 Sierra St,Los Angeles,CA,90031-2144,Los Angeles,6037,6037199202,34,34.0817,-118.20154,Family,LMSA,
SHERIDAN MANOR,10634 S Central Ave,Los Angeles,CA,90002-3468,Los Angeles,6037,6037242000,43,33.93945,-118.25376,Family,LMSA,
SHERIDAN EAST VILLA,120 W 78th St,Los Angeles,CA,90003-2449,Los Angeles,6037,6037239602,40,33.96879,-118.27445,Family,LMSA,
SOUTH SIDE APARTMENTS,923 E 79th St,Los Angeles,CA,90001-2917,Los Angeles,6037,6037239502,40,33.967729,-118.257582,Family,PD/8 Existing,
WATTSWOOD RELOCATION,6415 Makee Ave,Los Angeles,CA,90001-1768,Los Angeles,6037,6037533001,40,33.981036,-118.246866,Family,PD/8 MR,
SOUTH CENTRAL SITES,2013 E 92nd St,Los Angeles,CA,90002-2507,Los Angeles,6037,6037535400,44,33.95335,-118.2356,Family,HFDA/8 SR,
SHERIDAN SOUTH VILLA,7219 S San Pedro St,Los Angeles,CA,90003-2246,Los Angeles,6037,6037239601,40,33.974097,-118.269891,Family,LMSA,
WESTINGTON,1914 Walgrove Ave,Los Angeles,CA,90066-3032,Los Angeles,6037,6037272100,37,34.003134,-118.450563,Disabled,202/8 NC,
WESTSIDE APARTMENTS,1811 W 36th Pl,Los Angeles,CA,90018-4403,Los Angeles,6037,6037222002,37,34.02215,-118.31235,Family,LMSA,
WILSHIRE TOWERS,616 S Normandie Ave,Los Angeles,CA,90005-2647,Los Angeles,6037,6037212102,34,34.06284,-118.3,Elderly,LMSA,4% Tax Credit
MASSELIN SENIOR HOUSING,404 S Cochran Ave,Los Angeles,CA,90036-3386,Los Angeles,6037,6037215102,33,34.066714,-118.346908,Elderly,PRAC/202,
ANGELUS PLAZA II,200 S Olive St,Los Angeles,CA,90012-5101,Los Angeles,6037,6037207502,34,34.053224,-118.248851,Elderly,Sec 8 NC,4% Tax Credit
PRESERVATION II,3012 Halldale Ave,Los Angeles,CA,90018-3181,Los Angeles,6037,6037222100,37,34.02687,-118.30238,Family,LMSA,
ARIRANG HOUSING,1725 Whitley Ave,Los Angeles,CA,90028-4808,Los Angeles,6037,6037190202,28,34.10209,-118.33342,Elderly,PRAC/202,
ALVARADO GARDENS,1800 N Alvarado St,Los Angeles,CA,90026-1745,Los Angeles,6037,6037197420,28,34.087005,-118.257541,Family,LMSA,
LAS TORRES,944 Grattan St,Los Angeles,CA,90015-1139,Los Angeles,6037,6037210010,34,34.04929,-118.27251,Elderly,202/8 NC,
HOBART GARDENS,1344 N Hobart Blvd,Los Angeles,CA,90027-5648,Los Angeles,6037,6037191110,28,34.09599,-118.3052,Elderly,LMSA,
MID TOWN APARTMENTS,3030 San Marino St,Los Angeles,CA,90006-1559,Los Angeles,6037,6037213320,34,34.054363,-118.295489,Family,LMSA,
MIDTOWN MANOR,528 W 50th St,Los Angeles,CA,90037-3366,Los Angeles,6037,6037232120,37,33.9973,-118.28309,Family,PD/8 Existing,
VERMONT SENIORS,3901 S Vermont Ave,Los Angeles,CA,90037-1998,Los Angeles,6037,6037231220,37,34.01531,-118.29188,Elderly,PRAC/202,
AFTON PLACE SENIOR APARTMENTS,6230 Afton Pl,Los Angeles,CA,90028-8256,Los Angeles,6037,6037190801,28,34.095,-118.3251,Family,Sec 8 SR,4% Tax Credit
MID CITY APARTMENTS,7512 S San Pedro St,Los Angeles,CA,90003-2336,Los Angeles,6037,6037239501,40,33.97204,-118.26944,Family,LMSA,
NORMANDIE VILLAS,2633 S Normandie Ave,Los Angeles,CA,90007-2174,Los Angeles,6037,6037222200,37,34.03155,-118.30061,Family,HFDA/8 NC,
WITMER MANOR APARTMENT COMPLEX,1501 Miramar St,Los Angeles,CA,90026-6056,Los Angeles,6037,6037208302,34,34.06053,-118.26326,Family,LMSA,4% Tax Credit
MONTEREY TERRACE,3800 Monterey Rd,Los Angeles,CA,90032-1459,Los Angeles,6037,6037201301,34,34.09199,-118.18695,Family,Sec 8 NC,
ST ANDREWS TERRACE,1525 N St Andrews Pl,Los Angeles,CA,90028-6713,Los Angeles,6037,6037190510,28,34.098877,-118.311694,Family,Preservation,
MIRAMAR TOWERS,2000 Miramar St,Los Angeles,CA,90057-2307,Los Angeles,6037,6037208401,34,34.06285,-118.27083,Elderly,HFDA/8 NC,
HOLLYWOOD GARDENS,5411 3/4 Lemon Grove Ave,Los Angeles,CA,90038-4060,Los Angeles,6037,6037191720,28,34.08676,-118.3111,Family,Sec 8 SR,
DORIE MILLER MANOR,945 E 120th St,Los Angeles,CA,90059-2801,Los Angeles,6037,6037241002,44,33.9238,-118.25793,Family,PD/8 Existing,
MOUNT ZION TOWERS,4827 S Central Ave,Los Angeles,CA,90011-5462,Los Angeles,6037,6037229200,40,33.99967,-118.25686,Elderly,LMSA,4% Tax Credit
HOLLYWOOD EAST APARTMENTS,4829 Lexington Ave,Los Angeles,CA,90029-1661,Los Angeles,6037,6037191203,28,34.09352,-118.29417,Family,LMSA,
HOLLYWOOD KNICKERBOCKER,1714 Ivar Ave,Los Angeles,CA,90028-5124,Los Angeles,6037,6037190201,28,34.102542,-118.327753,Elderly,LMSA,
HOLLYWOODLAND APARTMENTS,977 N Wilton Pl,Los Angeles,CA,90038-3264,Los Angeles,6037,6037191720,28,34.08823,-118.31363,Elderly or disabled,,4% Tax Credit
SWANSEA PARK APARTMENTS,1015 N Kingsley Dr,Los Angeles,CA,90029-1243,Los Angeles,6037,6037191620,28,34.08921,-118.30334,Elderly,Sec 8 SR,4% Tax Credit
NEW HOPE SENIOR VILLA,5140 S Central Ave,Los Angeles,CA,90011-4764,Los Angeles,6037,6037228710,40,33.996227,-118.256085,Elderly,PRAC/202,
HOUSTON HOMES APARTMENTS,1151 E 20th St,Los Angeles,CA,90011-1266,Los Angeles,6037,6037226001,40,34.0248,-118.25301,Family,LMSA,
VILLA DE LA ESPERANZA,1401 S Hope St,Los Angeles,CA,90015-2984,Los Angeles,6037,6037224010,34,34.03783,-118.26716,Elderly,PRAC/202,
LINCOLN HEIGHTS APARTMENTS,3333 N Mission Rd,Los Angeles,CA,90031-3160,Los Angeles,6037,6037199900,34,34.066777,-118.2054,Family,LMSA,
JEFFERSON CUNNINGHAM,2300 S Victoria Ave,Los Angeles,CA,90016-1861,Los Angeles,6037,6037218702,37,34.03423,-118.33538,Family,Sec 8 NC,
OLYMPIC PLAZA SR HSG,2605 W Olympic Blvd,Los Angeles,CA,90006-2802,Los Angeles,6037,6037213401,34,34.052628,-118.288121,Disabled,PRAC/202,
TC APARTMENTS,877 N Bunker Hill Ave,Los Angeles,CA,90012-1687,Los Angeles,6037,6037207103,34,34.064783,-118.242161,Family,HFDA/8 NC,
VILLA FLORES,1020 S Flower St,Los Angeles,CA,90015-1471,Los Angeles,6037,6037207900,34,34.04402,-118.26298,Elderly,PRAC/202,
TELACU VISTAS,4900 Via Marisol,Los Angeles,CA,90042-5526,Los Angeles,6037,6037201302,34,34.10174,-118.17938,Elderly,PRAC/202,
740 S OLIVE STREET APARTMENTS,740 S Olive St,Los Angeles,CA,90014-2616,Los Angeles,6037,6037207710,34,34.04544,-118.25608,Elderly,Sec 8 SR,4% Tax Credit
39TH PLACE APARTMENTS,1075 W 39th Pl,Los Angeles,CA,90037-1559,Los Angeles,6037,6037231220,37,34.01421,-118.29393,Family,LMSA,
ST JAMES MANOR,615 S Gramercy Pl,Los Angeles,CA,90005-3265,Los Angeles,6037,6037211704,34,34.06293,-118.31318,Elderly,202/8 NC,
HOMEWARD BOUND,1045 S Bedford St,Los Angeles,CA,90035-2163,Los Angeles,6037,6037216401,37,34.05799,-118.38068,Disabled,PRAC/811,
JESSIE L TERRY MANOR,3100 S Vermont Ave,Los Angeles,CA,90007-3044,Los Angeles,6037,6037221900,37,34.02625,-118.29087,Elderly,LMSA,9% Tax Credit
TWO WORLDS ONE APARTMENTS,809 W 23rd St,Los Angeles,CA,90007-2057,Los Angeles,6037,6037224420,37,34.03271,-118.27773,Family,LMSA,9% Tax Credit
URBAN REHAB #1,9310 S Central Ave,Los Angeles,CA,90002-2018,Los Angeles,6037,6037240700,43,33.95147,-118.2547,Family,PD/8 Existing,
KERN VILLA APARTMENTS,200 N Kern Ave,Los Angeles,CA,90022,Los Angeles,6037,6037530500,40,34.03945,-118.16339,Family,Sec 8 NC,9% Tax Credit
TELACU POINTE,3200 FLETCHER DR,Los Angeles,CA,90065,Los Angeles,6037,6037186401,34,34.116371,-118.243362,Elderly,PRAC/202,
ADAMS SENIOR HOUSING,1921 W ADAMS BLVD,Los Angeles,CA,90018,Los Angeles,6037,6037221500,37,34.032859,-118.306762,Elderly,PRAC/202,
PACE VILLA,3601 S Catalina St,Los Angeles,CA,90007-3943,Los Angeles,6037,6037222600,37,34.02299,-118.2939,Family,Sec 8 NC,
LA PRO III,230 W 88th Pl,Los Angeles,CA,90003-3652,Los Angeles,6037,6037240200,43,33.95635,-118.27671,Family,LMSA,4% Tax Credit
KILGORE MANOR,2411 S Central Ave,Los Angeles,CA,90011-1609,Los Angeles,6037,6037226420,40,34.01994,-118.25454,Elderly,LMSA,
LA HACIENDA I,2126 Cambridge St,Los Angeles,CA,90006-4209,Los Angeles,6037,6037221210,34,34.04445,-118.30333,Family,HFDA/8 NC,
ETHEL ARNOLD BRADLEY GARDENS,7850 S Normandie Ave,Los Angeles,CA,90044-2373,Los Angeles,6037,6037237800,37,33.968204,-118.299604,Family,Sec 8 NC,
FAIRFAX SENIOR CIT APARTMENTS,737 S Genesee Ave,Los Angeles,CA,90036-4544,Los Angeles,6037,6037216300,37,34.06159,-118.35942,Elderly,Sec 8 NC,
VAN NUYS APARTMENTS,210 W 7th St,Los Angeles,CA,90014-1834,Los Angeles,6037,6037207301,34,34.04444,-118.25285,Elderly,Sec 8 SR,4% Tax Credit
LA HACIENDA II,1630 S Union Ave,Los Angeles,CA,90015-3275,Los Angeles,6037,6037224200,34,34.040669,-118.279391,Family,HFDA/8 NC,
VILLA MALAGA,4704 Dozier Ave,Los Angeles,CA,90022-1300,Los Angeles,6037,6037530500,40,34.04121,-118.16413,Disabled,PRAC/811,
VILLA MARISOL,5301 Via Marisol,Los Angeles,CA,90042-4889,Los Angeles,6037,6037183702,34,34.1043,-118.18395,Elderly,HFDA/8 NC,
SILVERCREST HOLLYWOOD,5940 Carlos Ave,Los Angeles,CA,90028-5467,Los Angeles,6037,6037191000,28,34.1027,-118.3193,Elderly,PRAC/202,
LA PRO I,1011 N Cummings St,Los Angeles,CA,90033-1349,Los Angeles,6037,6037203300,34,34.05525,-118.208417,Family,LMSA,
VAN NESS TERRACE,1809 S Van Ness Ave,Los Angeles,CA,90019-6257,Los Angeles,6037,6037221302,34,34.04131,-118.31675,Family,Preservation,
DUNBAR VILLAGE,4225 S Central Ave,Los Angeles,CA,90011-3000,Los Angeles,6037,6037228320,40,34.0071,-118.25657,Family,,4% Tax Credit
ELEVENTH AVENUE APARTMENTS,6726 11th Ave,Los Angeles,CA,90043-4785,Los Angeles,6037,6037235202,37,33.97798,-118.32929,Family,,9% Tax Credit
HENDERSON HOMES,3804 Wisconsin St,Los Angeles,CA,90037-1173,Los Angeles,6037,6037231220,37,34.01653,-118.29281,Family,,9% Tax Credit
KOREAN YOUTH CENTER APARTMENTS,3987 W 7th St,Los Angeles,CA,90005-5105,Los Angeles,6037,6037212610,34,34.05997,-118.31398,Family,,9% Tax Credit
BROADCAST CENTER,7660 Beverly Blvd,Los Angeles,CA,90036-2734,Los Angeles,6037,6037214501,33,34.07603,-118.35654,,,4% Tax Credit
SUNFLOWER NORTON APARTMENTS,1242 S Norton Ave,Los Angeles,CA,90019-3382,Los Angeles,6037,6037212900,37,34.04865,-118.32322,Family,,9% Tax Credit
OLYMPIA HOTEL,1201 E 7th St,Los Angeles,CA,90021-1505,Los Angeles,6037,6037206300,34,34.03732,-118.24118,,,9% Tax Credit
VENDOME PALMS APARTMENTS,975 N Vendome St,Los Angeles,CA,90026-2860,Los Angeles,6037,6037195803,28,34.08392,-118.27462,,,4% Tax Credit
ROBINSON VILLA,3845 Wisconsin St,Los Angeles,CA,90037-1174,Los Angeles,6037,6037231220,37,34.01595,-118.2934,Family,,9% Tax Credit
SAN FELIPE HOMES,690 N Herbert Ave,Los Angeles,CA,90063-1800,Los Angeles,6037,6037530902,34,34.04464,-118.18266,Family,,9% Tax Credit
GREENVIEW VILLAGE APARTMENTS,825 Green Ave,Los Angeles,CA,90017-4324,Los Angeles,6037,6037209300,34,34.05148,-118.27132,Family,,9% Tax Credit
SHAHEEN/SHEHAB,8209 S Broadway,Los Angeles,CA,90003-2868,Los Angeles,6037,6037239701,43,33.96498,-118.27837,Family,,9% Tax Credit
BIXEL HOUSE APARTMENTS,625 S Bixel St,Los Angeles,CA,90017-2232,Los Angeles,6037,6037209200,34,34.05339,-118.2627,,,4% and 9% Tax Credit
CORONADO PLACE,671 S Coronado St,Los Angeles,CA,90057-3432,Los Angeles,6037,6037208720,34,34.05991,-118.28216,Family,,4% Tax Credit
BEVERLY CITY LIGHTS,107 S Carondelet St,Los Angeles,CA,90057-2076,Los Angeles,6037,6037208502,34,34.0684,-118.27512,Family,,9% Tax Credit
CASA BERENDO,1240 N Berendo St,Los Angeles,CA,90029-1676,Los Angeles,6037,6037191203,28,34.09425,-118.29456,Family,,9% Tax Credit
CENTRAL AVENUE VILLAGE SQUARE,1060 E 53rd St,Los Angeles,CA,90011-4656,Los Angeles,6037,6037229420,40,33.9942,-118.25709,Family,,4% Tax Credit
COLDEN OAKS,225 E Colden Ave,Los Angeles,CA,90003-4210,Los Angeles,6037,6037240600,43,33.94948,-118.27062,Family,,9% Tax Credit
CRESCENT COURT,1412 W 12th St,Los Angeles,CA,90015,Los Angeles,6037,6037210010,34,34.04526,-118.27364,Family,,9% Tax Credit
FLORENCE AVENUE VILLA,910 W Florence Ave,Los Angeles,CA,90044-5162,Los Angeles,6037,6037237710,37,33.97453,-118.28949,Family,,9% Tax Credit
CASA ESPERANZA,206 E 23rd St,Los Angeles,CA,90011-1076,Los Angeles,6037,6037224020,37,34.02644,-118.26589,Family,,9% Tax Credit
HOPE WEST APARTMENTS,1231 Wall St,Los Angeles,CA,90015-2613,Los Angeles,6037,6037226002,34,34.03453,-118.255873,Family,,9% Tax Credit
CENTRAL AVENUE VILLA,4051 S Central Ave,Los Angeles,CA,90011-2777,Los Angeles,6037,6037228310,40,34.01007,-118.25658,Family,,4% Tax Credit
CRESCENT HOTEL,617 E 5th St,Los Angeles,CA,90013-2109,Los Angeles,6037,6037206200,34,34.04349,-118.24255,,,9% Tax Credit
DUNNING APARTMENTS,5552 Carlton Way,Los Angeles,CA,90028,Los Angeles,6037,6037190510,28,34.10016,-118.31061,Family,,9% Tax Credit
MARION HOTEL,642 Crocker St,Los Angeles,CA,90021-1002,Los Angeles,6037,6037206300,34,34.04052,-118.24462,,,9% Tax Credit
MARY ANDREWS CLARK RESIDENCE,306 Loma Dr,Los Angeles,CA,90017-1148,Los Angeles,6037,6037209104,34,34.05934,-118.26556,,,9% Tax Credit
ONE WILKINS PLACE APARTMENTS,1071 E 48th St,Los Angeles,CA,90011-5400,Los Angeles,6037,6037229200,40,34.00037,-118.25694,Family,,4% Tax Credit
LEONIDE APARTMENTS,512 S Main St,Los Angeles,CA,90013-1441,Los Angeles,6037,6037207302,34,34.04634,-118.24872,,,9% Tax Credit
PARKVIEW APARTMENTS,622 S Alvarado St,Los Angeles,CA,90057-3303,Los Angeles,6037,6037208903,34,34.05828,-118.27554,,,9% Tax Credit
PRODUCE PLACE,676 S Central Ave,Los Angeles,CA,90021-1039,Los Angeles,6037,6037206300,34,34.03731,-118.24051,,,9% Tax Credit
ROHIT VILLAS,122 E 120th St,Los Angeles,CA,90061-2400,Los Angeles,6037,6037241400,44,33.92335,-118.27296,Family,,9% Tax Credit
ROSAMEL APARTMENTS,1240 Elden Ave,Los Angeles,CA,90006-3500,Los Angeles,6037,6037213402,34,34.04786,-118.28735,,,9% Tax Credit
SENATOR HOTEL,729 S Main St,Los Angeles,CA,90014-2012,Los Angeles,6037,6037207301,34,34.04369,-118.25218,,,9% Tax Credit
THE CARLTON APARTMENTS,5425 Carlton Way,Los Angeles,CA,90027-4887,Los Angeles,6037,6037190510,28,34.10084,-118.30781,Family,,9% Tax Credit
VILLA ESPERANZA,255 E 28th St,Los Angeles,CA,90011-1458,Los Angeles,6037,6037224600,40,34.0226,-118.26797,Family,,9% Tax Credit
WITMER CITY LIGHTS,319 Witmer St,Los Angeles,CA,90017-1300,Los Angeles,6037,6037209103,34,34.05858,-118.26408,Family,,9% Tax Credit
HOLLYWOOD EL CENTRO APARTMENTS,6211 DE Longpre Ave,Los Angeles,CA,90028-8255,Los Angeles,6037,6037190801,28,34.09628,-118.32402,Family,,9% Tax Credit
PARKER HOTEL,725 Witmer St,Los Angeles,CA,90017-4462,Los Angeles,6037,6037209300,34,34.05178,-118.2684,,,9% Tax Credit
