PropertyName,PropertyAddress,City,State,Zip,County,CountyCode,CensusTract,CongressionalDistrict,Latitude,Longitude,TargetTenantType,S8_1_ProgramName,LIHTC_1_ProgramName
LONGHORN PAVILION,36523 25th St E,Palmdale,CA,93550-4497,Los Angeles,6037,6037910707,25,34.55462,-118.08729,Family,,9% Tax Credit
CASABLANCA APARTMENTS,4160 E Avenue R,Palmdale,CA,93552-4588,Los Angeles,6037,6037910711,25,34.57212,-118.055134,Family,,9% Tax Credit
SIERRA VIEW GARDENS,37850 20th St E,Palmdale,CA,93550-5417,Los Angeles,6037,6037910603,25,34.57039,-118.09286,Elderly or disabled,,9% Tax Credit
DESERT SENIOR LIVING,38780 Orchid View Pl,Palmdale,CA,93550-6510,Los Angeles,6037,6037910502,25,34.58644,-118.1061,Elderly or disabled,,9% Tax Credit
WHISPERING PALMS APARTMENTS,38250 9th St E,Palmdale,CA,93550-4600,Los Angeles,6037,6037910501,25,34.57695,-118.11414,Elderly or disabled,,4% Tax Credit
PALO VERDE APARTMENTS,38235 10th St E,Palmdale,CA,93550-4722,Los Angeles,6037,6037910501,25,34.57665,-118.1119,Elderly or disabled,,9% Tax Credit
SUMMER TERRACE,38530 Tierra Subida Ave,Palmdale,CA,93551-4726,Los Angeles,6037,6037910401,25,34.58061,-118.14722,Elderly or disabled,,9% Tax Credit
WRIGHT BROTHERS COURT,38832 4th St E,Palmdale,CA,93550-3341,Los Angeles,6037,6037910201,25,34.588913,-118.122977,Family,,4% Tax Credit
PALMDALIA APARTMENTS,38040 11th St E,Palmdale,CA,93550-5392,Los Angeles,6037,6037910501,25,34.573252,-118.109382,Family,LMSA,4% Tax Credit
THE ARBOR AT PALMDALE,1000 E Avenue Q,Palmdale,CA,93550-3811,Los Angeles,6037,6037910501,25,34.58674,-118.110842,Family,Sec 8 NC,4% Tax Credit
TWIN PALMS APARTMENTS,1105 E Avenue Q,Palmdale,CA,93550,Los Angeles,6037,6037910101,25,34.569,-118.0959,Family,,9% Tax Credit
QUEENS TWELVE,547 E Avenue Q12,Palmdale,CA,93550-2369,Los Angeles,6037,6037910403,25,34.575345,-118.118923,Family,Sec 8 NC,
COURSON ARTS COLONY EAST,939 E Avenue Q12,Palmdale,CA,93550-5306,Los Angeles,6037,6037910501,25,34.575367,-118.113309,Family,,9% Tax Credit
HFL ASHTABULA HOMES,389 E Ashtabula St,Pasadena,CA,91104-4202,Los Angeles,6037,6037462001,27,34.1593,-118.142477,Family,PRAC/811,
CASA D'ORO II,1115 N Chester Ave,Pasadena,CA,91104-2946,Los Angeles,6037,6037462400,27,34.16592,-118.12453,Disabled,PRAC/811,
PASADENA ACCESSIBLE APARTMENTS,915 E Rio Grande St,Pasadena,CA,91104-2419,Los Angeles,6037,6037461400,27,34.17059,-118.13181,Disabled,PRAC/811,
WYNN HOUSE,1920 E Villa St,Pasadena,CA,91107-2333,Los Angeles,6037,6037462700,27,34.15428,-118.11103,Disabled,PRAC/811,
CASA D'ORO I,1370 N Dominion Ave,Pasadena,CA,91104-2708,Los Angeles,6037,6037461300,27,34.16998,-118.11413,Disabled,PRAC/811,
VILLA YUCATAN,2186 E Villa St,Pasadena,CA,91107-2415,Los Angeles,6037,6037462800,27,34.15429,-118.10547,Family,LMSA,
GREEN HOTEL,50 E Green St,Pasadena,CA,91105-2043,Los Angeles,6037,6037463602,27,34.14442,-118.14966,Elderly,LMSA,
THE GROVES,700 E Mountain St,Pasadena,CA,91104-4569,Los Angeles,6037,6037462100,27,34.16146,-118.13624,Family,LMSA,4% Tax Credit
MAGNOLIA TOWNHOMES,1172 N Raymond Ave,Pasadena,CA,91103-2665,Los Angeles,6037,6037462002,27,34.16591,-118.14898,Family,Sec 8 NC,
HUDSON GARDENS,1255 N Hudson Ave,Pasadena,CA,91104-2868,Los Angeles,6037,6037462100,27,34.16725,-118.13408,Elderly,HFDA/8 NC,
ALLEN HOUSE,1808 Las Lunas St,Pasadena,CA,91107-2303,Los Angeles,6037,6037462700,27,34.15625,-118.112928,Disabled,PRAC/811,
ROSEWOOD COURT,1888 N Fair Oaks Ave,Pasadena,CA,91103-1660,Los Angeles,6037,6037461502,27,34.17827,-118.15067,Elderly,PRAC/202,
WAGNER HOUSE,1894 Wagner St,Pasadena,CA,91107-2341,Los Angeles,6037,6037462700,27,34.15351,-118.1119,Disabled,PRAC/811,
VILLA APARTMENTS,2089 E Villa St,Pasadena,CA,91107-2434,Los Angeles,6037,6037462800,27,34.15447,-118.10718,Disabled,PRAC/811,
DUDLEY HOUSE,2131 E Dudley St,Pasadena,CA,91104-4122,Los Angeles,6037,6037462500,27,34.162746,-118.106497,Disabled,PRAC/811,
SIERRA ROSE,3057 E Del Mar Blvd,Pasadena,CA,91107,Los Angeles,6037,6037463200,27,34.14228,-118.08731,Disabled,PRAC/811,
WASHINGTON TOWNHOUSES,529 E Washington Blvd,Pasadena,CA,91104-2263,Los Angeles,6037,6037461501,27,34.16901,-118.13956,Family,LMSA,
NORTHWEST MANOR I,985 N Raymond Ave,Pasadena,CA,91103-2609,Los Angeles,6037,6037462002,27,34.16285,-118.14913,Family,LMSA,4% Tax Credit
CROWN HOUSE,3055 E Del Mar Blvd,Pasadena,CA,91107-4425,Los Angeles,6037,6037463200,27,34.14228,-118.08731,Disabled,202/8 NC,
LA PINTORESCA,1275 LA Pintoresca Dr,Pasadena,CA,91103-2276,Los Angeles,6037,6037462002,27,34.16754,-118.14998,Elderly,PD/8 SR,
PILGRIM TOWER NORTH,560 E Villa St,Pasadena,CA,91101-1158,Los Angeles,6037,6037462201,27,34.15381,-118.13917,Elderly,LMSA,4% Tax Credit
PILGRIM TOWER EAST,440 N Madison Ave,Pasadena,CA,91101-1433,Los Angeles,6037,6037462201,27,34.15355,-118.13836,Elderly,HFDA/8 NC,
SILVERCREST-PASADENA,975 E Union St,Pasadena,CA,91106-1710,Los Angeles,6037,6037462302,27,34.14812,-118.13009,Elderly,PRAC/202,
COMMUNITY ARMS APARTMENTS,169 E Orange Grove Blvd,Pasadena,CA,91103-3432,Los Angeles,6037,6037462002,27,34.15791,-118.14691,Elderly,LMSA,4% Tax Credit
TELACU COURTYARD,42 E Walnut St,Pasadena,CA,91103-3844,Los Angeles,6037,6037461902,27,34.149221,-118.149367,Elderly,PRAC/202,
VILLA RAYMOND,455 N Raymond Ave,Pasadena,CA,91103-3702,Los Angeles,6037,6037461901,27,34.15363,-118.14903,Family,LMSA,
PARKE LOS ROBLES,626 N Los Robles Ave,Pasadena,CA,91101-1006,Los Angeles,6037,6037462201,27,34.15664,-118.14142,Family,,9% Tax Credit
HOLLY STREET VILLAGE,151 E Holly St,Pasadena,CA,91103-3910,Los Angeles,6037,6037461902,27,34.14762,-118.14753,,,4% Tax Credit
VILLA LOS ROBLES,473 N Los Robles Ave,Pasadena,CA,91101-1357,Los Angeles,6037,6037461901,27,34.15393,-118.14156,Family,,9% Tax Credit
WASHINGTON VILLA APARTMENTS,264 E Washington Blvd,Pasadena,CA,91104-2195,Los Angeles,6037,6037462001,27,34.16879,-118.14527,Family,,9% Tax Credit
EUCLID VILLA TRANSITION HOUSING,154 S Euclid Ave,Pasadena,CA,91101-4666,Los Angeles,6037,6037463602,27,34.14278,-118.1428,Family,,9% Tax Credit
ORANGE GROVE GARDENS,252 E Orange Grove Blvd,Pasadena,CA,91104-5306,Los Angeles,6037,6037461901,27,34.15775,-118.1449,Family,,9% Tax Credit
KINGS VILLAGES,1141 N Fair Oaks Ave,Pasadena,CA,91103-2513,Los Angeles,6037,6037461600,27,34.165907,-118.152628,Family,PD/8 Existing,4% Tax Credit
HERITAGE SQUARE,762 N Fair Oaks Ave,Pasadena,CA,91103-3083,Los Angeles,6037,6037462002,27,34.15893,-118.150419,,,9% Tax Credit
